Brain Region,ENSG,logFC,AveExpr,p-value,Gene Name,Biotype,Description
BA8/9,ENSG00000239510,-1.036632712,-1.926603427,0.010115941,RPL9P5,pseudogene,ribosomal protein L9 pseudogene 5 [Source:HGNC Symbol;Acc:23557]
BA8/9,ENSG00000266066,-1.037000984,-1.644399675,0.019651205,POLRMTP1,pseudogene,polymerase (RNA) mitochondrial (DNA directed) pseudogene 1 [Source:HGNC Symbol;Acc:28865]
BA8/9,ENSG00000123572,-1.041477388,-1.498927203,0.001391721,NRK,protein_coding,Nik related kinase [Source:HGNC Symbol;Acc:25391]
BA8/9,ENSG00000251073,-1.050069242,-1.307198485,0.010855961,NUDT19P5,pseudogene,nudix (nucleoside diphosphate linked moiety X)-type motif 19 pseudogene 5 [Source:HGNC Symbol;Acc:43589]
BA8/9,ENSG00000176040,-1.050306929,-1.533573302,0.021640782,TMPRSS7,protein_coding,"transmembrane protease, serine 7 [Source:HGNC Symbol;Acc:30846]"
BA8/9,ENSG00000226758,-1.063185309,-1.925487857,0.000254529,DISC1-IT1,sense_intronic,DISC1 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41325]
BA8/9,ENSG00000266357,-1.06324025,-2.786629752,0.026221196,RP11-101O21.1,lincRNA,
BA8/9,ENSG00000088002,-1.063272988,-1.878279198,0.047389394,SULT2B1,protein_coding,"sulfotransferase family, cytosolic, 2B, member 1 [Source:HGNC Symbol;Acc:11459]"
BA8/9,ENSG00000256391,-1.063879594,2.049433415,0.001109434,SDIM1,protein_coding,stress responsive DNAJB4 interacting membrane protein 1 [Source:HGNC Symbol;Acc:38749]
BA8/9,ENSG00000177685,-1.063927396,-2.296408471,0.002709842,EFCAB4A,protein_coding,EF-hand calcium binding domain 4A [Source:HGNC Symbol;Acc:28703]
BA8/9,ENSG00000222162,-1.067732933,-1.866951945,0.010508991,RN7SKP151,misc_RNA,"RNA, 7SK small nuclear pseudogene 151 [Source:HGNC Symbol;Acc:45875]"
BA8/9,ENSG00000143412,-1.074973116,-2.650605172,0.016949177,ANXA9,protein_coding,annexin A9 [Source:HGNC Symbol;Acc:547]
BA8/9,ENSG00000252914,-1.082862018,-3.161745912,0.016813942,RNU6-789P,snRNA,"RNA, U6 small nuclear 789, pseudogene [Source:HGNC Symbol;Acc:47752]"
BA8/9,ENSG00000229240,-1.083935145,-1.810052664,0.003162255,LINC00710,processed_transcript,long intergenic non-protein coding RNA 710 [Source:HGNC Symbol;Acc:27386]
BA8/9,ENSG00000243986,-1.085533158,-2.370176589,0.002877998,ENO1P3,pseudogene,"enolase 1, (alpha) pseudogene 3 [Source:HGNC Symbol;Acc:37944]"
BA8/9,ENSG00000230828,-1.085554195,-1.249429998,0.001601202,RP11-492I2.1,pseudogene,
BA8/9,ENSG00000227117,-1.092041827,-1.541702946,0.001028911,CTA-85E5.10,antisense,
BA8/9,ENSG00000244289,-1.092095856,-2.807530738,0.027540018,RPS3AP35,pseudogene,ribosomal protein S3a pseudogene 35 [Source:HGNC Symbol;Acc:35902]
BA8/9,ENSG00000267346,-1.092893452,-2.0141512,0.030925659,EIF5AP3,pseudogene,eukaryotic translation initiation factor 5A pseudogene 3 [Source:HGNC Symbol;Acc:3304]
BA8/9,ENSG00000254577,-1.095847101,-2.071164872,0.005494306,RP11-484D2.4,processed_transcript,
BA8/9,ENSG00000232693,-1.097556148,0.116335948,0.001243422,AC012370.2,sense_intronic,
BA8/9,ENSG00000252980,-1.099548233,-1.612492278,0.001415649,RNU6-367P,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:47330]"
BA8/9,ENSG00000252782,-1.104641061,-1.76536808,0.00187905,RNU6-341P,snRNA,"RNA, U6 small nuclear 341, pseudogene [Source:HGNC Symbol;Acc:47304]"
BA8/9,ENSG00000232667,-1.104780997,-2.353338458,0.020076671,AC004862.6,antisense,
BA8/9,ENSG00000270317,-1.106674996,-1.022387886,0.036543851,AC004004.2,pseudogene,
BA8/9,ENSG00000223733,-1.108691296,-1.959384615,0.009372346,RPL18AP14,pseudogene,ribosomal protein L18a pseudogene 14 [Source:HGNC Symbol;Acc:36624]
BA8/9,ENSG00000202017,-1.11365208,-1.704385538,0.002133925,RNU6-806P,snRNA,"RNA, U6 small nuclear 806, pseudogene [Source:HGNC Symbol;Acc:47769]"
BA8/9,ENSG00000256571,-1.118430949,-1.978997539,0.003389476,RP11-274J7.2,sense_intronic,
BA8/9,ENSG00000221720,-1.119234634,-2.065143092,0.017932868,AC096951.1,miRNA,
BA8/9,ENSG00000266215,-1.119747988,-2.800931648,0.026093084,MIR3167,miRNA,microRNA 3167 [Source:HGNC Symbol;Acc:38242]
BA8/9,ENSG00000216813,-1.125419826,-2.032769047,0.009850379,RP11-812I20.2,pseudogene,
BA8/9,ENSG00000213355,-1.143331279,-2.069157178,0.018732029,CNN2P8,pseudogene,calponin 2 pseudogene 8 [Source:HGNC Symbol;Acc:39533]
BA8/9,ENSG00000234944,-1.1580046,-2.822188358,0.028324016,RP11-124O11.1,lincRNA,
BA8/9,ENSG00000216316,-1.161822397,-0.964939656,0.001468845,RP3-354N19.3,pseudogene,
BA8/9,ENSG00000248682,-1.169319002,-1.795850888,0.014645406,ARHGAP22-IT1,sense_intronic,ARHGAP22 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:42944]
BA8/9,ENSG00000221042,-1.174284667,-2.698031383,0.012111585,CPEB3_ribozyme,misc_RNA,Mammalian CPEB3 ribozyme [Source:RFAM;Acc:RF00622]
BA8/9,ENSG00000249988,-1.181180506,-2.740223432,0.014712937,RP11-669M16.1,lincRNA,
BA8/9,ENSG00000224771,-1.185547077,-2.052380609,0.001870712,ATP2B2-IT2,sense_intronic,ATP2B2 intronic transcript 2 (non-protein coding) [Source:HGNC Symbol;Acc:41310]
BA8/9,ENSG00000252438,-1.191398553,-1.468121492,0.000698476,SNORD45,snoRNA,Small nucleolar RNA SNORD45 [Source:RFAM;Acc:RF00279]
BA8/9,ENSG00000188234,-1.192522535,-1.05324762,0.006669313,AGAP4,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4 [Source:HGNC Symbol;Acc:23459]"
BA8/9,ENSG00000122877,-1.206033778,0.975009271,0.018107153,EGR2,protein_coding,early growth response 2 [Source:HGNC Symbol;Acc:3239]
BA8/9,ENSG00000266127,-1.207254025,-0.79861541,0.00028794,RP11-474N24.2,pseudogene,
BA8/9,ENSG00000248803,-1.214434492,-1.720802595,0.004519163,RP11-287J9.1,pseudogene,
BA8/9,ENSG00000267265,-1.219081387,-1.264560565,0.015376573,CTC-550B14.7,antisense,
BA8/9,ENSG00000243370,-1.239620235,-2.172206169,0.006927167,RN7SL775P,misc_RNA,"RNA, 7SL, cytoplasmic 775, pseudogene [Source:HGNC Symbol;Acc:46791]"
BA8/9,ENSG00000263050,-1.249888011,-1.501470753,0.002520926,RP11-667K14.3,lincRNA,
BA8/9,ENSG00000235272,-1.265583817,-2.18574029,0.030930183,FAM103A2P,pseudogene,"family with sequence similarity 103, member A2 pseudogene [Source:HGNC Symbol;Acc:21234]"
BA8/9,ENSG00000231699,-1.274330341,-2.368928283,0.014658367,AC020550.7,pseudogene,
BA8/9,ENSG00000233433,-1.276983664,-2.302643549,0.002935694,RP1-296G17.3,pseudogene,
BA8/9,ENSG00000142871,-1.313324129,1.861470404,0.001108564,CYR61,protein_coding,"cysteine-rich, angiogenic inducer, 61 [Source:HGNC Symbol;Acc:2654]"
BA8/9,ENSG00000232056,-1.32247222,-3.119495664,0.012210041,AC092687.4,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H7BZA4]
BA8/9,ENSG00000270571,-1.333582976,-1.203621612,0.000316662,RP11-355F16.1,antisense,
BA8/9,ENSG00000269430,-1.360111048,-3.072586907,0.00154131,LRRC3DN,protein_coding,LRRC3 downstream neighbor (non-protein coding) [Source:HGNC Symbol;Acc:1270]
BA8/9,ENSG00000197467,-1.3690639,-0.506889816,0.000629313,COL13A1,protein_coding,"collagen, type XIII, alpha 1 [Source:HGNC Symbol;Acc:2190]"
BA8/9,ENSG00000266401,-1.374185046,-2.04889729,0.000172583,RP11-874J12.4,antisense,
BA8/9,ENSG00000260792,-1.381583051,-1.632707872,0.000526939,RP11-982M15.8,lincRNA,
BA8/9,ENSG00000088320,-1.424605928,-2.289309502,0.000782216,REM1,protein_coding,RAS (RAD and GEM)-like GTP-binding 1 [Source:HGNC Symbol;Acc:15922]
BA8/9,ENSG00000224272,-1.435594081,-1.74042727,0.035820588,AC114730.3,antisense,
BA8/9,ENSG00000254295,-1.529960972,-3.206973533,0.001820682,CTC-308K20.2,lincRNA,
BA8/9,ENSG00000205571,-1.752680783,0.447333353,0.011814753,SMN2,protein_coding,"survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:11118]"
BA8/9,ENSG00000086570,-1.859277356,-1.240337503,0.028662403,FAT2,protein_coding,FAT atypical cadherin 2 [Source:HGNC Symbol;Acc:3596]
BA8/9,ENSG00000134184,-1.87487674,-0.321481838,0.039055411,GSTM1,protein_coding,glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:4632]
BA8/9,ENSG00000138472,-1.977015766,-1.712624142,0.001419688,GUCA1C,protein_coding,guanylate cyclase activator 1C [Source:HGNC Symbol;Acc:4680]
BA8/9,ENSG00000228789,-2.104159147,-1.098655133,0.004593819,HCG22,lincRNA,HLA complex group 22 [Source:HGNC Symbol;Acc:27780]
BA8/9,ENSG00000174576,-2.484551363,-0.948353625,0.00470273,NPAS4,protein_coding,neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:18983]
BA8/9,ENSG00000258545,-2.504995822,-2.812432377,0.001402037,RP4-755D9.1,antisense,
BA8/9,ENSG00000214776,-2.633985739,0.560035116,0.005159632,RP11-726G1.1,pseudogene,
Nac,ENSG00000134160,2.537309907,-2.206319614,0.000430553,TRPM1,protein_coding,"transient receptor potential cation channel, subfamily M, member 1 [Source:HGNC Symbol;Acc:7146]"
Nac,ENSG00000197057,1.767922268,1.159751456,0.032375631,DTHD1,protein_coding,death domain containing 1 [Source:HGNC Symbol;Acc:37261]
Nac,ENSG00000187905,1.638651712,-0.86224851,0.009956217,AC002472.13,protein_coding,Leucine-rich repeat-containing protein LOC400891  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZQY2]
Nac,ENSG00000266003,1.595132485,-0.726723151,0.002769526,RP11-267C16.2,pseudogene,
Nac,ENSG00000259398,1.541338357,-1.81632366,0.000423051,RP11-430B1.1,sense_intronic,
Nac,ENSG00000153002,1.424957474,-1.115180615,0.00063174,CPB1,protein_coding,carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:2299]
Nac,ENSG00000253495,1.328224694,-1.909507727,0.002648368,RP11-99I9.2,pseudogene,
Nac,ENSG00000186529,1.325646926,0.281300762,0.045242823,CYP4F3,protein_coding,"cytochrome P450, family 4, subfamily F, polypeptide 3 [Source:HGNC Symbol;Acc:2646]"
Nac,ENSG00000248174,1.322139497,-1.348806764,0.037813182,RP11-148L24.1,lincRNA,
Nac,ENSG00000241345,1.287923428,-0.660843511,0.04420762,RP4-630C24.3,antisense,
Nac,ENSG00000258844,1.27695369,0.800434317,0.00021656,RP11-259K15.2,lincRNA,
Nac,ENSG00000239908,1.276200259,-2.286920679,0.003643841,RN7SL75P,misc_RNA,"RNA, 7SL, cytoplasmic 75, pseudogene [Source:HGNC Symbol;Acc:46091]"
Nac,ENSG00000260788,1.261657619,1.477706625,0.021917017,RP11-298D21.1,antisense,
Nac,ENSG00000228793,1.258285065,0.138205424,0.007449288,RP1-223B1.1,lincRNA,
Nac,ENSG00000180539,1.25618018,-1.880735569,0.015347311,C9orf139,protein_coding,chromosome 9 open reading frame 139 [Source:HGNC Symbol;Acc:31426]
Nac,ENSG00000081479,1.253564904,5.455370042,0.0177125,LRP2,protein_coding,low density lipoprotein receptor-related protein 2 [Source:HGNC Symbol;Acc:6694]
Nac,ENSG00000230062,1.252343113,-0.699379129,0.032697398,ANKRD66,protein_coding,ankyrin repeat domain 66 [Source:HGNC Symbol;Acc:44669]
Nac,ENSG00000254241,1.250867103,-1.216989157,0.014387967,RP11-946L20.1,pseudogene,
Nac,ENSG00000257183,1.242270758,-1.614186319,0.036121485,RP11-274M17.3,lincRNA,
Nac,ENSG00000238217,1.228248624,0.313217713,0.030495954,AC093590.1,lincRNA,
Nac,ENSG00000154864,1.226375645,4.361160337,0.006256038,PIEZO2,protein_coding,piezo-type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:26270]
Nac,ENSG00000242699,1.210549112,-2.261773786,0.003012007,RN7SL516P,misc_RNA,"RNA, 7SL, cytoplasmic 516, pseudogene [Source:HGNC Symbol;Acc:46532]"
Nac,ENSG00000198221,1.208043747,-2.213932792,0.006533119,MLLT4-AS1,processed_transcript,MLLT4 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:21236]
Nac,ENSG00000264050,1.203090754,-2.381960045,0.028965926,RP11-22N12.2,pseudogene,
Nac,ENSG00000255069,1.198375588,-1.110288851,0.002712739,RP11-145O15.3,antisense,
Nac,ENSG00000120235,1.188147294,-2.071667746,0.0172524,IFNA6,protein_coding,"interferon, alpha 6 [Source:HGNC Symbol;Acc:5427]"
Nac,ENSG00000105707,1.182300206,-0.634633668,0.003159127,HPN,protein_coding,hepsin [Source:HGNC Symbol;Acc:5155]
Nac,ENSG00000260019,1.180486475,-1.693170028,0.03633266,RP11-218F4.1,lincRNA,
Nac,ENSG00000158428,1.171029614,-1.58077172,0.021215126,C2orf62,protein_coding,chromosome 2 open reading frame 62 [Source:HGNC Symbol;Acc:25062]
Nac,ENSG00000236818,1.160947535,-1.555382986,0.033870446,ARL5AP2,pseudogene,ADP-ribosylation factor-like 5A pseudogene 2 [Source:HGNC Symbol;Acc:43937]
Nac,ENSG00000224672,1.160531853,-1.654275596,0.001271593,AC007272.3,pseudogene,
Nac,ENSG00000230154,1.160202328,-1.787359795,0.01007783,AC018463.4,pseudogene,
Nac,ENSG00000188933,1.160190332,0.859710008,0.002636158,USP32P1,pseudogene,ubiquitin specific peptidase 32 pseudogene 1 [Source:HGNC Symbol;Acc:43570]
Nac,ENSG00000250604,1.15107447,-1.492818568,0.007424787,RP11-597D13.8,antisense,
Nac,ENSG00000268272,1.141117076,-1.809945874,0.002241998,VN1R78P,pseudogene,vomeronasal 1 receptor 78 pseudogene [Source:HGNC Symbol;Acc:37399]
Nac,ENSG00000259433,1.13504383,-0.427417786,0.044100194,CTD-2651B20.4,pseudogene,
Nac,ENSG00000262188,1.131408235,-1.533533325,0.033583694,RP11-353N14.4,lincRNA,
Nac,ENSG00000164171,1.130119943,3.36429038,0.00597956,ITGA2,protein_coding,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) [Source:HGNC Symbol;Acc:6137]"
Nac,ENSG00000245729,1.128714692,-1.553982158,0.000486691,RP11-480D4.1,lincRNA,
Nac,ENSG00000240534,1.127465464,0.282368527,0.016307296,RPL34P17,pseudogene,ribosomal protein L34 pseudogene 17 [Source:HGNC Symbol;Acc:36636]
Nac,ENSG00000006611,1.126880716,1.6940728,0.031279238,USH1C,protein_coding,"Usher syndrome 1C (autosomal recessive, severe) [Source:HGNC Symbol;Acc:12597]"
Nac,ENSG00000170160,1.102249647,4.706511376,0.001349185,CCDC144A,protein_coding,coiled-coil domain containing 144A [Source:HGNC Symbol;Acc:29072]
Nac,ENSG00000173253,1.100462285,-0.464340591,0.021188744,DMRT2,protein_coding,doublesex and mab-3 related transcription factor 2 [Source:HGNC Symbol;Acc:2935]
Nac,ENSG00000245648,1.097104172,-0.22447192,0.009707553,RP11-277P12.20,antisense,
Nac,ENSG00000258342,1.07980366,1.877902424,0.006866471,RP11-116N8.1,sense_overlapping,
Nac,ENSG00000231195,1.068871651,-0.655256419,0.007193418,IFNA11P,pseudogene,"interferon, alpha 11, pseudogene [Source:HGNC Symbol;Acc:5442]"
Nac,ENSG00000153898,1.066184184,-1.889663967,0.044144417,MCOLN2,protein_coding,mucolipin 2 [Source:HGNC Symbol;Acc:13357]
Nac,ENSG00000227115,1.058242124,2.707946509,0.003563919,RP11-267C16.1,lincRNA,
Nac,ENSG00000270547,1.055538866,-1.632953137,0.006790802,RP11-536O18.2,lincRNA,
Nac,ENSG00000261121,1.051186279,-0.15108822,0.019827255,RP11-496D24.2,lincRNA,
Nac,ENSG00000137857,1.046597771,-0.231987207,0.002532219,DUOX1,protein_coding,dual oxidase 1 [Source:HGNC Symbol;Acc:3062]
Nac,ENSG00000231228,1.045952622,-2.158164357,0.006604096,CTD-2593A12.4,pseudogene,
Nac,ENSG00000139629,1.040472682,2.19817846,0.020653144,GALNT6,protein_coding,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6) [Source:HGNC Symbol;Acc:4128]
Nac,ENSG00000207327,1.036286598,-1.706332637,0.006463891,RNU6-883P,snRNA,"RNA, U6 small nuclear 883, pseudogene [Source:HGNC Symbol;Acc:47846]"
Nac,ENSG00000161896,1.030817174,1.265533112,0.024675227,IP6K3,protein_coding,inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:17269]
Nac,ENSG00000188379,1.028957623,-1.14732374,0.006604494,IFNA2,protein_coding,"interferon, alpha 2 [Source:HGNC Symbol;Acc:5423]"
Nac,ENSG00000140682,1.027627443,-1.64820156,0.001350079,TGFB1I1,protein_coding,transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:11767]
Nac,ENSG00000183657,1.025166988,0.707901103,0.004333737,PP13439,protein_coding,
Nac,ENSG00000238966,1.017407629,-1.999426409,0.012544696,SNORD112,snoRNA,Small nucleolar RNA SNORD112 [Source:RFAM;Acc:RF01169]
Nac,ENSG00000229991,1.015218126,-1.595540694,0.015556978,AKR1B1P1,pseudogene,"aldehyde reductase family 1, member B1 pseudogene 1 [Source:HGNC Symbol;Acc:420]"
Nac,ENSG00000173988,1.008774216,1.095671004,0.017283517,LRRC63,protein_coding,leucine rich repeat containing 63 [Source:HGNC Symbol;Acc:34296]
Nac,ENSG00000162444,1.005549988,0.367056079,0.004711863,RBP7,protein_coding,"retinol binding protein 7, cellular [Source:HGNC Symbol;Acc:30316]"
Nac,ENSG00000250072,1.004625515,1.715047348,0.008888099,CTC-529P8.1,lincRNA,
Nac,ENSG00000228389,1.001285398,-1.377194787,0.019051681,AC068039.4,antisense,
Nac,ENSG00000235397,0.999885106,-1.209251862,0.000368371,EPN2-AS1,antisense,EPN2 antisense RNA 1 [Source:HGNC Symbol;Acc:40849]
Nac,ENSG00000204323,0.999278848,0.473695623,0.017122749,SMIM5,protein_coding,small integral membrane protein 5 [Source:HGNC Symbol;Acc:40030]
Nac,ENSG00000117226,0.99455998,2.253982006,0.005169515,GBP3,protein_coding,guanylate binding protein 3 [Source:HGNC Symbol;Acc:4184]
Nac,ENSG00000180739,0.992383082,2.539658649,0.017677775,S1PR5,protein_coding,sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:14299]
Nac,ENSG00000239922,0.991965929,1.855038461,0.002785498,RP11-71N10.1,lincRNA,
Nac,ENSG00000164362,0.986190166,-2.257568941,0.048510775,TERT,protein_coding,telomerase reverse transcriptase [Source:HGNC Symbol;Acc:11730]
Nac,ENSG00000165124,0.984439673,3.851687938,0.010835117,SVEP1,protein_coding,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:15985]"
Nac,ENSG00000255413,0.984210599,-1.338030581,0.007016401,RP11-436P7.2,pseudogene,
Nac,ENSG00000185761,0.983807465,-2.086642672,0.034583608,ADAMTSL5,protein_coding,ADAMTS-like 5 [Source:HGNC Symbol;Acc:27912]
Nac,ENSG00000128591,0.98001168,2.491754665,0.008637526,FLNC,protein_coding,"filamin C, gamma [Source:HGNC Symbol;Acc:3756]"
Nac,ENSG00000208317,0.978970959,-2.344375451,0.029945718,SNORD78,snoRNA,"small nucleolar RNA, C/D box 78 [Source:HGNC Symbol;Acc:32738]"
Nac,ENSG00000231079,0.977115899,-2.14883485,0.043763655,AC105402.4,antisense,
Nac,ENSG00000150656,0.976323386,5.906968475,0.015296914,CNDP1,protein_coding,carnosine dipeptidase 1 (metallopeptidase M20 family) [Source:HGNC Symbol;Acc:20675]
Nac,ENSG00000231971,0.973939509,-1.909933626,0.015450431,RP11-557H15.3,lincRNA,
Nac,ENSG00000224635,0.968788162,-0.160178912,0.005416376,RP4-564F22.5,lincRNA,
Nac,ENSG00000169562,0.968283576,1.60750693,0.017242411,GJB1,protein_coding,"gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:4283]"
Nac,ENSG00000227267,0.966980649,-1.996840091,0.023923392,RP11-305O4.2,pseudogene,
Nac,ENSG00000236922,0.964642209,1.121094161,0.026375251,AC092661.1,lincRNA,
Nac,ENSG00000251429,0.952422057,4.056118728,0.008728339,RP11-597D13.7,pseudogene,
Nac,ENSG00000167755,0.946574908,2.337313718,0.025661117,KLK6,protein_coding,kallikrein-related peptidase 6 [Source:HGNC Symbol;Acc:6367]
Nac,ENSG00000263335,0.946291853,-0.933029075,0.01511983,AF001548.5,antisense,
Nac,ENSG00000166592,0.94585814,-1.275417875,0.030900396,RRAD,protein_coding,Ras-related associated with diabetes [Source:HGNC Symbol;Acc:10446]
Nac,ENSG00000197993,0.942149185,0.595633263,0.005752348,KEL,protein_coding,"Kell blood group, metallo-endopeptidase [Source:HGNC Symbol;Acc:6308]"
Nac,ENSG00000244738,0.94102179,-0.34441286,0.049070526,RP11-373E16.3,sense_intronic,
Nac,ENSG00000232310,0.940027428,-0.33409839,0.012374169,RP11-557H15.4,lincRNA,
Nac,ENSG00000224855,0.933800585,-1.97582553,0.030823264,OPA1-AS1,antisense,OPA1 antisense RNA 1 [Source:HGNC Symbol;Acc:40421]
Nac,ENSG00000268093,0.932579165,-1.933041517,0.001041098,AC022154.7,antisense,
Nac,ENSG00000165125,0.92826574,0.232454661,0.005819004,TRPV6,protein_coding,"transient receptor potential cation channel, subfamily V, member 6 [Source:HGNC Symbol;Acc:14006]"
Nac,ENSG00000244062,0.928250578,3.407486441,0.005927691,RP11-404G16.2,pseudogene,
Nac,ENSG00000237973,0.918562213,7.008193239,0.011611539,hsa-mir-6723,pseudogene,hsa-mir-6723 [Source:miRBase;Acc:MI0022558]
Nac,ENSG00000141934,0.918282428,1.327994824,0.017844971,PPAP2C,protein_coding,phosphatidic acid phosphatase type 2C [Source:HGNC Symbol;Acc:9230]
Nac,ENSG00000227001,0.917533317,-1.908432105,0.04144434,NBPF2P,pseudogene,"neuroblastoma breakpoint family, member 2, pseudogene [Source:HGNC Symbol;Acc:31987]"
Nac,ENSG00000234056,0.915376019,-0.425012649,0.025948188,AMER2-AS1,lincRNA,AMER2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:42813]
Nac,ENSG00000203734,0.915248975,0.444684959,0.049914328,ECT2L,protein_coding,epithelial cell transforming sequence 2 oncogene-like [Source:HGNC Symbol;Acc:21118]
Nac,ENSG00000248323,0.907742526,-2.306337067,0.039928678,LUCAT1,lincRNA,lung cancer associated transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:48498]
Nac,ENSG00000237166,0.90690385,2.05067305,0.014019735,AC007163.3,lincRNA,
Nac,ENSG00000260071,0.905938885,-1.780016621,0.010968496,RP11-418I22.2,lincRNA,
Nac,ENSG00000225681,0.904418627,-2.161330821,0.037898359,AC005730.2,pseudogene,
Nac,ENSG00000207931,0.903964273,-1.411325927,0.032207754,MIR577,miRNA,microRNA 577 [Source:HGNC Symbol;Acc:32833]
Nac,ENSG00000207955,0.902063517,0.67011782,0.023444268,MIR219-2,lincRNA,microRNA 219-2 [Source:HGNC Symbol;Acc:31598]
Nac,ENSG00000204655,0.893927044,5.280027348,0.009318355,MOG,protein_coding,myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:7197]
Nac,ENSG00000261696,0.892916575,0.148950699,0.010166887,RP11-354P17.15,lincRNA,
Nac,ENSG00000230751,0.892041302,-0.735093243,0.002762325,AC007036.4,sense_intronic,
Nac,ENSG00000158715,0.891140071,1.510645557,0.028126706,SLC45A3,protein_coding,"solute carrier family 45, member 3 [Source:HGNC Symbol;Acc:8642]"
Nac,ENSG00000105695,0.889920185,4.61452941,0.011380765,MAG,protein_coding,myelin associated glycoprotein [Source:HGNC Symbol;Acc:6783]
Nac,ENSG00000213376,0.889524854,-1.263239378,0.01313532,GAPDHP71,pseudogene,glyceraldehyde-3-phosphate dehydrogenase pseudogene 71 [Source:HGNC Symbol;Acc:4149]
Nac,ENSG00000270948,0.889172268,-1.615227854,0.016478746,RP11-460N20.7,pseudogene,
Nac,ENSG00000127507,0.887993199,0.429477894,0.009930264,EMR2,protein_coding,"egf-like module containing, mucin-like, hormone receptor-like 2 [Source:HGNC Symbol;Acc:3337]"
